issn,eissn,journal_name,category,if_2022,rank,collection,jci,citations,percentageOAGold
0026-4563,0026-4563,Bulletin of the Mineral Research and Exploration,"GEOSCIENCES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.17,205,99.16
2694-6416,2694-6424,Business Ethics the Environment & Responsibility,BUSINESS - SSCI(N/A); ETHICS - SSCI(N/A),0,N,SSCI,0.16,35,28.09
2332-0885,2332-0885,Case Reports in Plastic Surgery and Hand Surgery,SURGERY - ESCI(N/A),0,N,ESCI,0.12,87,99.06
1133-4762,N/A,Ciudad y Territorio-Estudios Territoriales-CyTET,URBAN STUDIES - ESCI(N/A),0,N,ESCI,0.1,64,32.47
2211-3568,2211-3576,Computability-The Journal of the Association CiE,"MATHEMATICS, APPLIED - ESCI(N/A)",0,N,ESCI,0.35,77,0
2345-3982,2383-2533,Computational Methods for Differential Equations,"MATHEMATICS, APPLIED - ESCI(N/A)",0,N,ESCI,0.39,290,0
2362-4752,2362-4752,Coordenadas-Revista de Historia Local y Regional,HISTORY - ESCI(N/A),0,N,ESCI,0.22,10,0
1302-9967,1302-9967,Cukurova University Faculty of Education Journal,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,0.11,91,0
N/A,1534-6250,Current Treatment Options in Infectious Diseases,INFECTIOUS DISEASES - ESCI(N/A),0,N,ESCI,0.18,209,7.79
N/A,1664-5464,Dementia and Geriatric Cognitive Disorders Extra,CLINICAL NEUROLOGY - ESCI(N/A),0,N,ESCI,0.54,1131,100
1793-8309,1793-8317,Discrete Mathematics Algorithms and Applications,"MATHEMATICS, APPLIED - ESCI(N/A)",0,N,ESCI,0.38,464,1.49
0352-3462,0352-3462,Ekonomika Poljoprivreda-Economics of Agriculture,AGRICULTURAL ECONOMICS & POLICY - ESCI(N/A),0,N,ESCI,0.26,321,98.69
2255-9140,2255-9159,Electrical Control and Communication Engineering,"ENGINEERING, ELECTRICAL & ELECTRONIC - ESCI(N/A)",0,N,ESCI,0.2,85,95
2198-7491,2198-7505,Environmental Processes-An International Journal,"ENGINEERING, ENVIRONMENTAL - ESCI(N/A)",0,N,ESCI,0.29,1504,3.63
1307-5543,1307-5543,European Journal of Pure and Applied Mathematics,MATHEMATICS - ESCI(N/A),0,N,ESCI,0.58,434,97.82
1862-7072,1862-7080,Forensische Psychiatrie Psychologie Kriminologie,PSYCHIATRY - ESCI(N/A),0,N,ESCI,0.21,219,50.43
0367-4444,2232-7266,Glasnik Hemicara i Tehnologa Bosne i Hercegovine,"CHEMISTRY, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.03,33,75.86
0020-7047,1572-8684,INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,RELIGION - AHCI(N/A); PHILOSOPHY - AHCI(N/A),0,N,AHCI,0.96,294,21.65
0020-9635,0020-9635,INTERPRETATION-A JOURNAL OF POLITICAL PHILOSOPHY,PHILOSOPHY - AHCI(N/A),0,N,AHCI,0.14,54,0
0976-0504,0976-0512,Indian Journal of Natural Products and Resources,PLANT SCIENCES - ESCI(N/A),0,N,ESCI,0.16,540,0
2089-1490,2406-825X,Indonesian Journal of Islam and Muslim Societies,RELIGION - ESCI(N/A),0,N,ESCI,1.89,57,91.11
N/A,0350-5596,Informatica-Journal of Computing and Informatics,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI(N/A)",0,N,ESCI,0.2,650,94.44
2146-7099,2602-2745,Insan & Toplum-The Journal of Humanity & Society,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.09,19,46.74
1334-4684,1334-4676,Interdisciplinary Description of Complex Systems,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.34,196,96.48
1478-0771,2048-3988,International Journal of Architectural Computing,ARCHITECTURE - ESCI(N/A),0,N,ESCI,2.71,301,6.02
1562-3599,2331-2327,International Journal of Construction Management,MANAGEMENT - ESCI(N/A),0,N,ESCI,0.92,2597,3.45
1471-8197,1741-8089,International Journal of Innovation and Learning,MANAGEMENT - ESCI(N/A),0,N,ESCI,0.15,351,0
1360-3124,1464-5092,International Journal of Leadership in Education,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,1.07,1031,6.59
2218-7987,2409-5508,International Journal of Mathematics and Physics,"MATHEMATICS, APPLIED - ESCI(N/A); PHYSICS, MULTIDISCIPLINARY - ESCI(N/A); MATHEMATICS - ESCI(N/A)",0,N,ESCI,0.06,10,55.74
1934-5267,1934-5267,International Journal of Multicultural Education,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,0.57,237,22.41
1934-8835,1758-8561,International Journal of Organizational Analysis,MANAGEMENT - ESCI(N/A),0,N,ESCI,0.57,1470,2.03
2169-2327,2169-2335,International Journal of Philosophy and Theology,PHILOSOPHY - ESCI(N/A),0,N,ESCI,0.37,60,20.73
2159-2896,2159-2896,International Journal of Sports Physical Therapy,SPORT SCIENCES - ESCI(N/A),0,N,ESCI,0.49,3044,73.35
1939-7038,1939-7046,International Journal of Sustainable Engineering,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI(N/A),0,N,ESCI,0.36,1352,2.51
1744-0084,1744-0092,International Journal of Web Information Systems,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(N/A)",0,N,ESCI,0.21,190,4.04
1073-0508,1874-6292,International Journal of the Classical Tradition,"CLASSICS - AHCI(N/A); HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A)",0,N,AHCI,1.48,91,33.33
1726-4057,2538-189X,JIRSS-Journal of the Iranian Statistical Society,STATISTICS & PROBABILITY - ESCI(N/A),0,N,ESCI,0.22,94,98.18
1062-0125,1573-871X,JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS,THERMODYNAMICS - ESCI(N/A),0,N,ESCI,0.12,1216,0
0007-1773,2332-0486,JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY,PHILOSOPHY - AHCI(N/A),0,N,AHCI,0.85,175,4.82
2169-0324,2169-0332,Jewish Film & New Media-An International Journal,"FILM, RADIO, TELEVISION - ESCI(N/A)",0,N,ESCI,0.24,9,0
1555-0281,1555-029X,Journal of Active and Passive Electronic Devices,"ENGINEERING, ELECTRICAL & ELECTRONIC - ESCI(N/A)",0,N,ESCI,0.03,32,0
1990-7710,1990-7710,Journal of Aeronautics Astronautics and Aviation,"ENGINEERING, AEROSPACE - ESCI(N/A)",0,N,ESCI,0.12,66,0
1748-3018,1748-3026,Journal of Algorithms & Computational Technology,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)",0,N,ESCI,0.21,295,100
0970-9185,2231-2730,Journal of Anaesthesiology Clinical Pharmacology,PHARMACOLOGY & PHARMACY - ESCI(N/A),0,N,ESCI,0.31,589,97.74
1476-5284,1476-5292,Journal of Chinese Economic and Business Studies,ECONOMICS - ESCI(N/A),0,N,ESCI,0.44,373,6.25
2305-5545,2523-1715,Journal of College of Sharia and Islamic Studies,RELIGION - ESCI(N/A),0,N,ESCI,0.34,14,100
1082-4669,1532-7671,Journal of Education for Students Placed at Risk,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,0.98,605,3.33
1496-2551,1496-256X,Journal of Environmental Engineering and Science,"ENGINEERING, ENVIRONMENTAL - ESCI(N/A)",0,N,ESCI,0.12,698,1.43
2509-8810,2509-8829,Journal of Geovisualization and Spatial Analysis,"ENVIRONMENTAL SCIENCES - ESCI(N/A); GEOGRAPHY, PHYSICAL - ESCI(N/A); GEOGRAPHY - ESCI(N/A); REMOTE SENSING - ESCI(N/A)",0,N,ESCI,1.11,316,17.39
2153-5493,2153-5515,Journal of Hazardous Toxic and Radioactive Waste,"ENGINEERING, ENVIRONMENTAL - ESCI(N/A)",0,N,ESCI,0.23,913,0.5
1026-4116,2054-6246,Journal of Economic and Administrative Sciences,ECONOMICS - ESCI(N/A),0,N,ESCI,0.45,0,N/A
1539-2937,1539-2929,Journal of Electronic Commerce in Organizations,BUSINESS - ESCI(N/A),0,N,ESCI,0.2,248,0
0962-8436,1471-2970,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,BIOLOGY - SCIE(Q1),6.671,Q1,SCIE,1.38,62963,31.16
0011-1384,1745-9125,CRIMINOLOGY,CRIMINOLOGY & PENOLOGY - SSCI(Q1),6.667,Q1,SSCI,2.81,8023,13.41
0022-2437,1547-7193,JOURNAL OF MARKETING RESEARCH,BUSINESS - SSCI(Q2),6.664,Q2,SSCI,1.22,31505,11.58
2212-0955,2212-0955,Urban Climate,ENVIRONMENTAL SCIENCES - SCIE(Q1); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),6.663,Q1,SCIE,1.31,4963,8.74
0944-7113,1618-095X,PHYTOMEDICINE,"CHEMISTRY, MEDICINAL - SCIE(Q1); INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q1); PLANT SCIENCES - SCIE(Q1)",6.656,Q1,SCIE,1.78,18290,8.99
0956-7135,1873-7129,FOOD CONTROL,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),6.652,Q1,SCIE,1.51,37184,8.71
1935-9772,1935-9780,Anatomical Sciences Education,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q1)",6.652,Q1,SCIE,2.51,3882,13.48
1813-7253,1861-6909,European Review of Aging and Physical Activity,GERIATRICS & GERONTOLOGY - SCIE(Q1),6.65,Q1,SCIE,0.96,940,100
1359-2998,1468-2052,Archives of Disease in Childhood-Fetal and Neonatal Edition,PEDIATRICS - SCIE(Q1),6.643,Q1,SCIE,2.38,9346,21.94
0091-6331,1538-3008,EXERCISE AND SPORT SCIENCES REVIEWS,PHYSIOLOGY - SCIE(Q1); SPORT SCIENCES - SCIE(Q1),6.642,Q1,SCIE,0.89,4281,14.46
0959-4752,1873-3263,LEARNING AND INSTRUCTION,"EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1); PSYCHOLOGY, EDUCATIONAL - SSCI(Q1)",6.636,Q1,SSCI,2.83,7870,21.74
1545-5955,1558-3783,IEEE Transactions on Automation Science and Engineering,AUTOMATION & CONTROL SYSTEMS - SCIE(Q1),6.636,Q1,SCIE,1.3,8587,5.92
2166-532X,2166-532X,APL Materials,"PHYSICS, APPLIED - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2)",6.635,Q1,SCIE,1.02,9229,99.6
0300-0729,0300-0729,RHINOLOGY,OTORHINOLARYNGOLOGY - SCIE(Q1),6.634,Q1,SCIE,2.1,3979,0
0167-7322,1873-3166,JOURNAL OF MOLECULAR LIQUIDS,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q2)",6.633,Q1,SCIE,1.25,67952,2.55
0925-4439,1879-260X,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,BIOPHYSICS - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),6.633,Q1,SCIE,1.04,22719,11.06
0340-7004,1432-0851,CANCER IMMUNOLOGY IMMUNOTHERAPY,ONCOLOGY - SCIE(Q1); IMMUNOLOGY - SCIE(Q2),6.63,Q1,SCIE,1.12,13535,30.72
0003-2999,0003-2999,ANESTHESIA AND ANALGESIA,ANESTHESIOLOGY - SCIE(Q1),6.627,Q1,SCIE,1.95,32363,4.36
1664-462X,1664-462X,Frontiers in Plant Science,PLANT SCIENCES - SCIE(Q1),6.627,Q1,SCIE,1.32,94922,99.14
1110-0168,2090-2670,Alexandria Engineering Journal,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)",6.626,Q1,SCIE,1.95,11565,97.52
1040-8428,1879-0461,CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,ONCOLOGY - SCIE(Q1); HEMATOLOGY - SCIE(Q2),6.625,Q1,SCIE,0.85,12063,10.52
1976-7633,1976-7951,Asia-Pacific Journal of Atmospheric Sciences,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),6.623,Q1,SCIE,1.07,1824,17.88
0962-1083,1365-294X,MOLECULAR ECOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); ECOLOGY - SCIE(Q1); EVOLUTIONARY BIOLOGY - SCIE(Q1),6.622,Q1,SCIE,1.3,45664,27.64
1941-1340,1941-1359,Annual Review of Resource Economics,ECONOMICS - SSCI(Q1); AGRICULTURAL ECONOMICS & POLICY - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),6.617,Q1,SCIE/SSCI,2.09,1608,7.25
1027-5606,1607-7938,HYDROLOGY AND EARTH SYSTEM SCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1); WATER RESOURCES - SCIE(Q1)",6.617,Q1,SCIE,1.49,28171,99.34
0965-8564,1879-2375,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,ECONOMICS - SSCI(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q1); TRANSPORTATION - SSCI(Q1),6.615,Q1,SCIE/SSCI,1.76,20124,11.15
0828-282X,1916-7075,CANADIAN JOURNAL OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),6.614,Q2,SCIE,1.06,9961,6.11
1753-0350,1753-0369,Journal of Cultural Economy,CULTURAL STUDIES - AHCI(N/A); SOCIOLOGY - SSCI(Q1); ECONOMICS - SSCI(Q1); CULTURAL STUDIES - SSCI(Q1),6.613,Q1,SSCI/AHCI,1.17,1323,25.17
0020-7489,1873-491X,INTERNATIONAL JOURNAL OF NURSING STUDIES,NURSING - SSCI(Q1); NURSING - SCIE(Q1),6.612,Q1,SCIE/SSCI,2.62,15985,16.55
0378-3774,1873-2283,AGRICULTURAL WATER MANAGEMENT,AGRONOMY - SCIE(Q1); WATER RESOURCES - SCIE(Q1),6.611,Q1,SCIE,1.81,28803,6.12
0171-8177,2363-7102,ENTOMOLOGIA GENERALIS,ENTOMOLOGY - SCIE(Q1),6.608,Q1,SCIE,2.47,984,0
0178-2762,1432-0789,BIOLOGY AND FERTILITY OF SOILS,SOIL SCIENCE - SCIE(Q1),6.605,Q1,SCIE,1.5,13268,16.09
0749-3797,1873-2607,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",6.604,Q1,SCIE/SSCI,1.6,30469,14.23
0889-3268,1573-353X,JOURNAL OF BUSINESS AND PSYCHOLOGY,"PSYCHOLOGY, APPLIED - SSCI(Q1); BUSINESS - SSCI(Q2)",6.604,Q1,SSCI,1.58,5838,14.71
0263-8223,1879-1085,COMPOSITE STRUCTURES,"MECHANICS - SCIE(Q1); MATERIALS SCIENCE, COMPOSITES - SCIE(Q1)",6.603,Q1,SCIE,1.28,65914,4.1
1524-8380,1552-8324,Trauma Violence & Abuse,CRIMINOLOGY & PENOLOGY - SSCI(Q1); SOCIAL WORK - SSCI(Q1); FAMILY STUDIES - SSCI(Q1),6.595,Q1,SSCI,1.81,5967,10.71
2168-6750,2168-6750,IEEE Transactions on Emerging Topics in Computing,"TELECOMMUNICATIONS - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",6.595,Q1,SCIE,2.06,2617,2.68
1071-9164,1532-8414,JOURNAL OF CARDIAC FAILURE,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),6.592,Q2,SCIE,1.01,6958,6.88
1079-5006,1758-535X,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,GERONTOLOGY - SSCI(Q1); GERIATRICS & GERONTOLOGY - SCIE(Q1),6.591,Q1,SCIE/SSCI,1.78,28519,18.98
2296-861X,2296-861X,Frontiers in Nutrition,NUTRITION & DIETETICS - SCIE(Q1),6.59,Q1,SCIE,0.97,6265,99.37
0045-7825,1879-2138,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); MECHANICS - SCIE(Q1); ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)",6.588,Q1,SCIE,2.11,45105,6.94
2473-2877,2473-2877,APL Bioengineering,"ENGINEERING, BIOMEDICAL - SCIE(Q1)",6.586,Q1,SCIE,0.98,1006,98.65
0361-803X,1546-3141,AMERICAN JOURNAL OF ROENTGENOLOGY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",6.582,Q1,SCIE,1.52,42199,0.65
1549-9618,1549-9626,Journal of Chemical Theory and Computation,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q2)",6.578,Q1,SCIE,1.3,46512,16.56
0167-8809,1873-2305,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"ENVIRONMENTAL SCIENCES - SCIE(Q1); ECOLOGY - SCIE(Q1); AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q1)",6.576,Q1,SCIE,1.7,35091,11.8
1751-7915,1751-7915,Microbial Biotechnology,MICROBIOLOGY - SCIE(Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),6.575,Q1,SCIE,1.07,7841,96.15
N/A,2072-6694,Cancers,ONCOLOGY - SCIE(Q1),6.575,Q1,SCIE,1.02,56338,94.59
1613-4125,1613-4133,MOLECULAR NUTRITION & FOOD RESEARCH,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),6.575,Q1,SCIE,1.23,19247,19.4
2083-1277,2353-1827,Oeconomia Copernicana,ECONOMICS - SSCI(Q1),6.574,Q1,SSCI,2.15,685,100
1350-6129,1744-2818,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)",6.571,Q1,SCIE,1.09,2335,23.08
2058-9565,2058-9565,Quantum Science and Technology,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1); QUANTUM SCIENCE & TECHNOLOGY - SCIE(Q2)",6.568,Q1,SCIE,1.8,2348,23.61
0920-5861,1873-4308,CATALYSIS TODAY,"CHEMISTRY, APPLIED - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q2)",6.562,Q1,SCIE,1.09,47794,3.86
0804-4643,1479-683X,EUROPEAN JOURNAL OF ENDOCRINOLOGY,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),6.558,Q1,SCIE,1.32,18397,13.72
0021-9355,1535-1386,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,SURGERY - SCIE(Q1); ORTHOPEDICS - SCIE(Q1),6.558,Q1,SCIE,2.19,55669,4.84
N/A,2192-1962,Human-centric Computing and Information Sciences,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",6.558,Q1,SCIE,1.62,1256,66.9
0039-9140,1873-3573,TALANTA,"CHEMISTRY, ANALYTICAL - SCIE(Q1)",6.556,Q1,SCIE,1.51,61581,4.41
2327-0012,2327-0039,Journal of Management Analytics,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q1); MANAGEMENT - SSCI(Q2); BUSINESS - SSCI(Q2)",6.554,Q1,SSCI,1.39,836,2.22
2542-4653,2542-4653,SciPost Physics,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",6.554,Q1,SCIE,1.62,3780,98.68
0905-6947,1600-0668,INDOOR AIR,"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); ENGINEERING, ENVIRONMENTAL - SCIE(Q2)",6.554,Q1,SCIE,1.17,9240,17.71
0022-538X,1098-5514,JOURNAL OF VIROLOGY,VIROLOGY - SCIE(Q2),6.549,Q2,SCIE,1.06,116663,17.28
0018-9286,1558-2523,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); AUTOMATION & CONTROL SYSTEMS - SCIE(Q1)",6.549,Q1,SCIE,1.61,60619,6.97
N/A,2399-3642,Communications Biology,BIOLOGY - SCIE(Q1),6.548,Q1,SCIE,1.6,11444,99.84
0013-9165,1552-390X,ENVIRONMENT AND BEHAVIOR,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1)",6.548,Q1,SSCI,1.75,9422,9.49
0921-8009,1873-6106,ECOLOGICAL ECONOMICS,ENVIRONMENTAL SCIENCES - SCIE(Q1); ECONOMICS - SSCI(Q1); ECOLOGY - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),6.536,Q1,SCIE/SSCI,1.58,36096,18.2
1540-7489,1873-2704,PROCEEDINGS OF THE COMBUSTION INSTITUTE,"ENGINEERING, CHEMICAL - SCIE(Q1); ENGINEERING, MECHANICAL - SCIE(Q1); THERMODYNAMICS - SCIE(Q1); ENERGY & FUELS - SCIE(Q2)",6.535,Q1,SCIE,1.1,22267,5.08
0165-0327,1573-2517,JOURNAL OF AFFECTIVE DISORDERS,CLINICAL NEUROLOGY - SCIE(Q1); PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),6.533,Q1,SCIE/SSCI,1.37,59622,10.03
1072-7515,1879-1190,JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS,SURGERY - SCIE(Q1),6.532,Q1,SCIE,2.51,20401,10.18
0091-3367,1557-7805,JOURNAL OF ADVERTISING,COMMUNICATION - SSCI(Q1); BUSINESS - SSCI(Q2),6.528,Q1,SSCI,1.84,7419,16.13
N/A,2168-1007,Academy of Management Discoveries,MANAGEMENT - SSCI(Q2),6.527,Q2,SSCI,1.47,946,0
N/A,1999-4923,Pharmaceutics,PHARMACOLOGY & PHARMACY - SCIE(Q1),6.525,Q1,SCIE,1.41,19762,93.69
2157-9024,2157-9024,Oncogenesis,ONCOLOGY - SCIE(Q1),6.524,Q1,SCIE,1.29,4572,98.37
0891-1150,1939-2869,CLEVELAND CLINIC JOURNAL OF MEDICINE,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",6.522,Q1,SCIE,0.47,2636,99.35
N/A,2196-5412,Current Environmental Health Reports,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",6.521,Q1,SCIE/SSCI,2.16,2722,18.37
0899-823X,1559-6834,INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q2)",6.52,Q1,SCIE,0.88,14794,18.91
1994-2060,1997-003X,Engineering Applications of Computational Fluid Mechanics,"MECHANICS - SCIE(Q1); ENGINEERING, MECHANICAL - SCIE(Q1); ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)",6.519,Q1,SCIE,2.15,2615,99.31
2332-7782,2332-7782,IEEE Transactions on Transportation Electrification,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q2)",6.519,Q1,SCIE,1.57,4400,2.15
1347-9032,1349-7006,CANCER SCIENCE,ONCOLOGY - SCIE(Q2),6.518,Q2,SCIE,1.11,21270,97.55
0723-2632,1434-453X,ROCK MECHANICS AND ROCK ENGINEERING,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1); ENGINEERING, GEOLOGICAL - SCIE(Q1)",6.518,Q1,SCIE,1.8,19212,8.74
N/A,2050-0068,Clinical & Translational Immunology,IMMUNOLOGY - SCIE(Q2),6.515,Q2,SCIE,0.78,2425,90.56
0021-9541,1097-4652,JOURNAL OF CELLULAR PHYSIOLOGY,PHYSIOLOGY - SCIE(Q1); CELL BIOLOGY - SCIE(Q2),6.513,Q1,SCIE,1.17,45492,4.88
0272-8087,1098-8971,SEMINARS IN LIVER DISEASE,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q2),6.512,Q2,SCIE,0.82,4723,6.62
0378-5173,1873-3476,INTERNATIONAL JOURNAL OF PHARMACEUTICS,PHARMACOLOGY & PHARMACY - SCIE(Q1),6.51,Q1,SCIE,1.68,67742,4.82
1323-3580,1448-6083,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),6.51,Q1,SCIE,1.09,3278,5.73
1050-7256,1557-9077,THYROID,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),6.506,Q1,SCIE,1.34,17554,9.49
0886-6236,1944-9224,GLOBAL BIOGEOCHEMICAL CYCLES,"METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1)",6.5,Q1,SCIE,1.3,18577,36.92
0077-8923,1749-6632,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),6.499,Q1,SCIE,0.94,53642,23.08
1354-3784,1744-7658,EXPERT OPINION ON INVESTIGATIONAL DRUGS,PHARMACOLOGY & PHARMACY - SCIE(Q1),6.498,Q1,SCIE,0.97,6588,10.13
1172-7047,1179-1934,CNS DRUGS,CLINICAL NEUROLOGY - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q1); PSYCHIATRY - SCIE(Q1),6.497,Q1,SCIE,1.24,6627,33.33
2399-3650,2399-3650,Communications Physics,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",6.497,Q1,SCIE,1.5,3575,100
2287-4208,2287-4690,World Journal of Mens Health,UROLOGY & NEPHROLOGY - SCIE(Q1); ANDROLOGY - SCIE(Q1),6.494,Q1,SCIE,1.51,1264,100
N/A,2056-3744,Evolution Letters,EVOLUTIONARY BIOLOGY - SCIE(Q1),6.494,Q1,SCIE,1.16,1065,92.31
1871-6784,1876-4347,New Biotechnology,BIOCHEMICAL RESEARCH METHODS - SCIE(Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),6.49,Q1,SCIE,1.31,5062,38.1
0090-3752,1095-9904,NUCLEAR DATA SHEETS,"PHYSICS, NUCLEAR - SCIE(Q1)",6.485,Q1,SCIE,3.96,3091,0
0034-6535,1530-9142,REVIEW OF ECONOMICS AND STATISTICS,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q1); ECONOMICS - SSCI(Q1)",6.481,Q1,SSCI,2.16,22239,2.73
1473-9542,1479-7364,Human Genomics,GENETICS & HEREDITY - SCIE(Q1),6.481,Q1,SCIE,0.97,2187,100
2040-2392,2040-2392,Molecular Autism,NEUROSCIENCES - SCIE(Q1); GENETICS & HEREDITY - SCIE(Q1),6.476,Q1,SCIE,1.42,4293,100
