"ISSN","Journal","Abbr_Name","Is_SCI","IF2018","IF_5year","Self_citing","H_Index","CiteScore","Division","Category","Discipline","IsTop","IsReview","Publication_Cycle","Article_NO._per_year","Publication_year","Region","OA","Employment","Refereeing","View","Url"
"1836-716X","Australian Meteorological and Oceanographic Journal","AUST METEOROL OCEAN","SCI/SCIE",1.87,1.772,0,19,NA,"4区","地学","气象与大气科学","否","否","Quarterly","0",0,"AUSTRALIA","No","容易",">12周，或约稿",5261,"https://www.letpub.com.cn/index.php?journalid=997&page=journalapp&view=detail"
"0045-0766","Australian Occupational Therapy Journal","AUST OCCUP THER J","SCIE",1.823,1.969,26.4,34,1.11,"4区","医学","康复医学","否","否","Quarterly","53",1963,"AUSTRALIA","No","容易","较慢,6-12周",4167,"https://www.letpub.com.cn/index.php?journalid=998&page=journalapp&view=detail"
"0587-3908","Australian Orthodontic Journal","AUST ORTHOD J","SCIE",0.396,0.603,9.6,19,0.48,"4区","医学","牙科与口腔外科","否","否","Semiannual","26",1967,"AUSTRALIA","No","容易",">12周，或约稿",3652,"https://www.letpub.com.cn/index.php?journalid=999&page=journalapp&view=detail"
"0312-8008","Australian Prescriber","AUST PRESCR","无",0,0,NA,19,0.73,"未录","","",NA,NA,"Bimonthly","0",1975,"AUSTRALIA","No","容易",">12周，或约稿",4606,"https://www.letpub.com.cn/index.php?journalid=1000&page=journalapp&view=detail"
"1030-1887","AUSTRALIAN SYSTEMATIC BOTANY","AUST SYST BOT","SCI/SCIE",1.614,1.311,11.3,36,1.08,"4区","生物","进化生物学","否","否","Bimonthly","29",1988,"AUSTRALIA","No","容易",">12周，或约稿",3868,"https://www.letpub.com.cn/index.php?journalid=1001&page=journalapp&view=detail"
"0005-0423","AUSTRALIAN VETERINARY JOURNAL","AUST VET J","SCI/SCIE",0.86,1.048,14.1,51,0.47,"4区","农林科学","兽医学","否","否","Monthly","73",1927,"ENGLAND","No","容易","较慢,18-36周",4308,"https://www.letpub.com.cn/index.php?journalid=1002&page=journalapp&view=detail"
"0310-138X","AUSTRALIAN VETERINARY PRACTITIONER","AUST VET PRACT","无",0,0,NA,13,0,"未录","","",NA,NA,"Quarterly","18",1971,"AUSTRALIA","No","容易",">36周，或约稿",3625,"https://www.letpub.com.cn/index.php?journalid=1003&page=journalapp&view=detail"
"2072-7151","Austrian Journal of Earth Sciences","AUSTRIAN J EARTH SCI","SCIE",0.62,1.085,0,16,0.88,"4区","地学","地球科学综合","否","否","Annual","10",0,"AUSTRIA","No","容易",">12周，或约稿",4915,"https://www.letpub.com.cn/index.php?journalid=1004&page=journalapp&view=detail"
"1939-3792","Autism Research","AUTISM RES","SCIE",3.768,4.477,9.5,49,3.48,"2区","医学","行为科学","否","否","Bimonthly","160",2008,"UNITED STATES","No","",">12周，或约稿",6599,"https://www.letpub.com.cn/index.php?journalid=1005&page=journalapp&view=detail"
"0891-6934","AUTOIMMUNITY","AUTOIMMUNITY","SCIE",2.648,2.532,4.1,63,2.52,"3区","医学","免疫学","否","否","Bimonthly","57",1988,"ENGLAND","No","较易","较慢,6-12周",4862,"https://www.letpub.com.cn/index.php?journalid=1006&page=journalapp&view=detail"
"1568-9972","AUTOIMMUNITY REVIEWS","AUTOIMMUN REV","SCIE",8.745,7.733,10.6,95,8.85,"1区","医学","免疫学","是","是","Bimonthly","142",2002,"UNITED STATES","No","较难","一般,3-8周",9402,"https://www.letpub.com.cn/index.php?journalid=1007&page=journalapp&view=detail"
"0928-8910","Automated Software Engineering","AUTOMAT SOFTW ENG","SCIE",1.806,2.341,1.6,39,2.09,"3区","工程技术","计算机：软件工程","否","否","Quarterly","25",0,"UNITED STATES","No","容易",">12周，或约稿",6473,"https://www.letpub.com.cn/index.php?journalid=1008&page=journalapp&view=detail"
"0005-1098","AUTOMATICA","AUTOMATICA","SCI/SCIE",6.126,6.595,6.5,221,7.45,"1区","工程技术","自动化与控制系统","是","否","Bimonthly","490",1963,"UNITED STATES","No","较易","约5.3个月",76191,"https://www.letpub.com.cn/index.php?journalid=1009&page=journalapp&view=detail"
"0005-1144","Automatika","AUTOMATIKA","SCIE",0.217,0.379,9.7,16,0.49,"4区","工程技术","自动化与控制系统","否","否","Quarterly","23",0,"CROATIA","No","容易",">12周，或约稿",15072,"https://www.letpub.com.cn/index.php?journalid=1010&page=journalapp&view=detail"
"0005-1179","AUTOMATION AND REMOTE CONTROL","AUTOMAT REM CONTR+","SCI/SCIE",0.562,0.515,26,28,0.75,"4区","数学","自动化与控制系统","否","否","Monthly","176",0,"RUSSIA","No","容易","一般,3-8周",12069,"https://www.letpub.com.cn/index.php?journalid=1011&page=journalapp&view=detail"
"0926-5805","AUTOMATION IN CONSTRUCTION","AUTOMAT CONSTR","SCIE",4.032,4.437,17.4,83,5.36,"2区","工程技术","结构与建筑技术","是","否","Bimonthly","185",1992,"NETHERLANDS","No","较易","约12.0个月",32119,"https://www.letpub.com.cn/index.php?journalid=1012&page=journalapp&view=detail"
"1566-0702","AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL","AUTON NEUROSCI-BASIC","SCI/SCIE",2.605,2.011,5.9,NA,2.31,"4区","医学","神经科学","否","否","Monthly","100",2000,"NETHERLANDS","No","较易","较慢,6-12周",4865,"https://www.letpub.com.cn/index.php?journalid=1013&page=journalapp&view=detail"
"1387-2532","AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS","AUTON AGENT MULTI-AG","SCIE",1.176,1.503,15,61,2.3,"4区","工程技术","自动化与控制系统","否","否","Bimonthly","48",1998,"UNITED STATES","No","容易",">12周，或约稿",7220,"https://www.letpub.com.cn/index.php?journalid=1014&page=journalapp&view=detail"
"0929-5593","AUTONOMOUS ROBOTS","AUTON ROBOT","SCI/SCIE",2.244,3.171,3.4,91,3.12,"3区","工程技术","计算机：人工智能","否","否","Bimonthly","88",1994,"NETHERLANDS","No","较易","较慢,6-12周",19315,"https://www.letpub.com.cn/index.php?journalid=1015&page=journalapp&view=detail"
"1554-8627","Autophagy","AUTOPHAGY","SCIE",11.1,11.815,4.6,111,7.07,"1区","生物","细胞生物学","是","否","Monthly","140",2005,"UNITED STATES","No","很难","偏慢,4-8周",49163,"https://www.letpub.com.cn/index.php?journalid=1016&page=journalapp&view=detail"
"1758-1559","Avian Biology Research","AVIAN BIOL RES","SCI/SCIE",0.938,1.216,16.3,28,0.93,"4区","农林科学","奶制品与动物科学","否","否","Quarterly","33",0,"ENGLAND","No","约25%","平均2月",4755,"https://www.letpub.com.cn/index.php?journalid=1017&page=journalapp&view=detail"
"0005-2086","AVIAN DISEASES","AVIAN DIS","SCI/SCIE",1.328,1.452,10.8,69,1.26,"3区","农林科学","兽医学","否","否","Quarterly","76",1957,"UNITED STATES","No","容易","约3.0个月",7528,"https://www.letpub.com.cn/index.php?journalid=1018&page=journalapp&view=detail"
"0307-9457","AVIAN PATHOLOGY","AVIAN PATHOL","SCI/SCIE",2.054,2.184,7.3,68,1.88,"3区","农林科学","兽医学","否","否","Bimonthly","76",1972,"ENGLAND","No","较易","约1.0个月",12421,"https://www.letpub.com.cn/index.php?journalid=1019&page=journalapp&view=detail"
"0095-6562","AVIATION SPACE AND ENVIRONMENTAL MEDICINE","AVIAT SPACE ENVIR MD","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Monthly","0",1975,"UNITED STATES","No","约95%","平均1月",5975,"https://www.letpub.com.cn/index.php?journalid=1020&page=journalapp&view=detail"
"0001-6497","B-ENT","B-ENT","无",0,0,NA,NA,0.62,"未录","","","否","否","Quarterly","71",1947,"BELGIUM","No","容易","较慢,6-12周",6574,"https://www.letpub.com.cn/index.php?journalid=1021&page=journalapp&view=detail"
"0005-3678","BACTERIOLOGICAL REVIEWS","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Quarterly","0",0,NA,"No","容易","",5686,"https://www.letpub.com.cn/index.php?journalid=1022&page=journalapp&view=detail"
"1224-2780","Balkan Journal of Geometry and Its Applications","","无",0,0,NA,14,0.71,"未录","","",NA,NA,"Semiannual","25",0,NA,"No","容易",">12周，或约稿",5590,"https://www.letpub.com.cn/index.php?journalid=1023&page=journalapp&view=detail"
"1311-0160","Balkan Journal of Medical Genetics","BALK J MED GENET","SCIE",0.306,0.527,0,NA,0.51,"4区","医学","遗传学","否","否","Semiannual","12",1998,"MACEDONIA","Yes","容易",">12周，或约稿",6485,"https://www.letpub.com.cn/index.php?journalid=1024&page=journalapp&view=detail"
"1392-0049","BALTIC ASTRONOMY","BALT ASTRON","SCIE",0.417,0.486,0,NA,NA,"4区","地学天文","天文与天体物理","否","是","Quarterly","0",0,"LITHUANIA","No","容易","较慢,6-12周",5424,"https://www.letpub.com.cn/index.php?journalid=1025&page=journalapp&view=detail"
"1392-1355","BALTIC FORESTRY","BALT FOR","SCIE",0.548,0.832,6.6,12,0.87,"4区","农林科学","林学","否","否","Semiannual","57",0,"LITHUANIA","No","容易",">12周，或约稿",5953,"https://www.letpub.com.cn/index.php?journalid=1026&page=journalapp&view=detail"
"1822-427X","Baltic Journal of Road and Bridge Engineering","BALT J ROAD BRIDGE E","SCIE",0.622,0.598,9.8,18,0.57,"4区","工程技术","工程：土木","否","否","Quarterly","34",0,"LITHUANIA","No","容易",">12周，或约稿",9087,"https://www.letpub.com.cn/index.php?journalid=1027&page=journalapp&view=detail"
"0067-3064","Baltica","BALTICA","SCIE",0.5,0.618,42.8,14,0.46,"4区","地学","地质学","否","否","Annual","12",0,"LITHUANIA","Yes","容易",">12周，或约稿",6040,"https://www.letpub.com.cn/index.php?journalid=1028&page=journalapp&view=detail"
"1735-8787","Banach Journal of Mathematical Analysis","BANACH J MATH ANAL","SCIE",0.625,0.781,2.6,17,0.81,"4区","数学","数学","否","否","Semiannual","48",0,"IRAN","Yes","容易",">12周，或约稿",9010,"https://www.letpub.com.cn/index.php?journalid=1029&page=journalapp&view=detail"
"0253-5416","BANGLADESH JOURNAL OF BOTANY","BANGL J BOT","SCIE",0.214,0.31,21,12,1.04,"4区","生物","植物科学","否","否","Semiannual","177",0,"BANGLADESH","No","容易","",12687,"https://www.letpub.com.cn/index.php?journalid=1030&page=journalapp&view=detail"
"1991-007X","Bangladesh Journal of Pharmacology","BANGL J PHARMACOL","SCIE",0.815,0.793,29.1,17,0.86,"4区","医学","药学","否","否","Semiannual","62",2006,"BANGLADESH","Yes","容易",">12周，或约稿",7389,"https://www.letpub.com.cn/index.php?journalid=1031&page=journalapp&view=detail"
"1028-2092","Bangladesh Journal of Plant Taxonomy","BANGL J PLANT TAXON","SCIE",0.333,0.378,41.1,NA,0.42,"4区","生物","植物科学","否","否","Semiannual","27",0,"BANGLADESH","Yes","容易",">12周，或约稿",6688,"https://www.letpub.com.cn/index.php?journalid=1032&page=journalapp&view=detail"
"1557-1459","Bariatric Nursing and Surgical Patient Care","BARIAT NURS SURG PAT","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Quarterly","0",2006,"UNITED STATES","No","容易",">12周，或约稿",4139,"https://www.letpub.com.cn/index.php?journalid=1033&page=journalapp&view=detail"
"1742-7835","BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY","BASIC CLIN PHARMACOL","SCI/SCIE",2.659,2.701,3.6,NA,2.51,"3区","医学","药学","否","否","Monthly","159",2004,"ENGLAND","No","约50%","平均1月",14619,"https://www.letpub.com.cn/index.php?journalid=1034&page=journalapp&view=detail"
"1439-1791","BASIC AND APPLIED ECOLOGY","BASIC APPL ECOL","SCIE",2.144,2.385,3.7,66,2.17,"3区","环境科学与生态学","生态学","否","否","Bimonthly","61",2000,"GERMANY","No","约80%","平均2月",11681,"https://www.letpub.com.cn/index.php?journalid=1035&page=journalapp&view=detail"
"0300-8428","BASIC RESEARCH IN CARDIOLOGY","BASIC RES CARDIOL","SCI/SCIE",5.723,5.8,13.2,84,4.93,"2区","医学","心脏和心血管系统","否","否","Bimonthly","71",1973,"GERMANY","No","一般","较慢,6-12周",13943,"https://www.letpub.com.cn/index.php?journalid=1036&page=journalapp&view=detail"
"0950-091X","BASIN RESEARCH","BASIN RES","SCI/SCIE",3.886,3.891,5.5,69,3.03,"2区","地学","地球科学综合","否","否","Quarterly","71",0,"ENGLAND","No","较易",">12周，或约稿",12672,"https://www.letpub.com.cn/index.php?journalid=1037&page=journalapp&view=detail"
"0005-6650","Bauingenieur","BAUINGENIEUR-GERMANY","SCIE",0.477,0.373,60.4,NA,0.36,"4区","工程技术","结构与建筑技术","否","否","Monthly","69",0,"GERMANY","No","容易","较慢,6-12周",5799,"https://www.letpub.com.cn/index.php?journalid=1038&page=journalapp&view=detail"
"0171-5445","Bauphysik","BAUPHYSIK","SCIE",0.202,0.27,64.9,NA,0.19,"4区","工程技术","结构与建筑技术","否","否","Bimonthly","48",0,"GERMANY","No","容易","较慢,6-12周",4751,"https://www.letpub.com.cn/index.php?journalid=1039&page=journalapp&view=detail"
"0932-8351","Bautechnik","BAUTECHNIK","SCIE",0.291,0.256,30.9,NA,0.28,"4区","工程技术","工程：土木","否","否","Monthly","98",0,"GERMANY","No","容易","较慢,6-12周",5710,"https://www.letpub.com.cn/index.php?journalid=1040&page=journalapp&view=detail"
"1931-6690","Bayesian Analysis","BAYESIAN ANAL","SCIE",2.342,2.393,26.5,38,1.39,"2区","数学","数学跨学科应用","否","否","Irregular","47",2006,"UNITED STATES","No","较易",">12周，或约稿",7257,"https://www.letpub.com.cn/index.php?journalid=1041&page=journalapp&view=detail"
"0001-8244","BEHAVIOR GENETICS","BEHAV GENET","SCI/SCIE",2.036,2.73,4.5,85,2.1,"3区","生物","行为科学","否","否","Bimonthly","53",1970,"UNITED STATES","No","较易","较慢,6-12周",5379,"https://www.letpub.com.cn/index.php?journalid=1042&page=journalapp&view=detail"
"1744-9081","Behavioral and Brain Functions","BEHAV BRAIN FUNCT","SCIE",2.449,2.78,0.6,50,2.61,"4区","医学","行为科学","否","否","Monthly","14",2005,"ENGLAND","Yes","较易","较慢,6-12周",8168,"https://www.letpub.com.cn/index.php?journalid=1043&page=journalapp&view=detail"
"0140-525X","BEHAVIORAL AND BRAIN SCIENCES","BEHAV BRAIN SCI","SCI/SCIE",15.071,21.181,1.7,140,0.98,"1区","医学","行为科学","是","否","Bimonthly","16",1978,"ENGLAND","No","很难","约稿?周期不定",8790,"https://www.letpub.com.cn/index.php?journalid=1044&page=journalapp&view=detail"
"1045-2249","BEHAVIORAL ECOLOGY","BEHAV ECOL","SCI/SCIE",3.347,3.404,6.8,103,3,"3区","环境科学与生态学","行为科学","是","否","Bimonthly","171",1990,"UNITED STATES","No","很难","约3.0个月",11235,"https://www.letpub.com.cn/index.php?journalid=1045&page=journalapp&view=detail"
"0340-5443","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","BEHAV ECOL SOCIOBIOL","SCI/SCIE",2.473,2.582,7.2,105,2.4,"3区","生物","行为科学","否","否","Monthly","177",1976,"GERMANY","No","较易","约3.0个月",7751,"https://www.letpub.com.cn/index.php?journalid=1046&page=journalapp&view=detail"
"0896-4289","BEHAVIORAL MEDICINE","BEHAV MED","SCIE",2.442,2.368,0.8,43,1.92,"4区","医学","行为科学","否","否","Quarterly","33",1988,"UNITED STATES","No","容易",">12周，或约稿",4549,"https://www.letpub.com.cn/index.php?journalid=1047&page=journalapp&view=detail"
"0735-7044","BEHAVIORAL NEUROSCIENCE","BEHAV NEUROSCI","SCI/SCIE",2.507,2.635,2.3,125,2.56,"3区","医学","行为科学","否","否","Bimonthly","48",1983,"UNITED STATES","No","较易","较慢,6-12周",6713,"https://www.letpub.com.cn/index.php?journalid=1048&page=journalapp&view=detail"
"1540-2002","Behavioral Sleep Medicine","BEHAV SLEEP MED","SCIE",2.871,3.175,1.3,38,2.17,"3区","医学","临床神经病学","否","否","Quarterly","34",2003,"UNITED STATES","No","容易",">12周，或约稿",6147,"https://www.letpub.com.cn/index.php?journalid=1049&page=journalapp&view=detail"
"0005-7959","BEHAVIOUR","BEHAVIOUR","SCI/SCIE",1.484,1.582,2.2,67,1.45,"4区","生物","行为科学","否","否","Monthly","57",1947,"NETHERLANDS","No","较易","约3.0个月",7914,"https://www.letpub.com.cn/index.php?journalid=1050&page=journalapp&view=detail"
"0144-929X","BEHAVIOUR & INFORMATION TECHNOLOGY","BEHAV INFORM TECHNOL","SCIE",1.38,1.865,22,NA,1.85,"4区","工程技术","计算机：控制论","否","否","Bimonthly","95",1982,"ENGLAND","No","容易","约6.0个月",13459,"https://www.letpub.com.cn/index.php?journalid=1051&page=journalapp&view=detail"
"0166-4328","BEHAVIOURAL BRAIN RESEARCH","BEHAV BRAIN RES","SCI/SCIE",3.173,3.064,5.4,148,3.11,"3区","医学","行为科学","否","否","Semimonthly","619",1980,"NETHERLANDS","No","约25%","平均2月",26299,"https://www.letpub.com.cn/index.php?journalid=1052&page=journalapp&view=detail"
"0953-4180","BEHAVIOURAL NEUROLOGY","BEHAV NEUROL","SCIE",2.088,2.026,2.4,39,2.11,"4区","医学","临床神经病学","否","否","Quarterly","41",1988,"ENGLAND","Yes","容易",">12周，或约稿",6191,"https://www.letpub.com.cn/index.php?journalid=1053&page=journalapp&view=detail"
"0955-8810","BEHAVIOURAL PHARMACOLOGY","BEHAV PHARMACOL","SCI/SCIE",1.854,2.072,2,74,2.06,"4区","医学","行为科学","否","否","Bimonthly","72",1989,"UNITED STATES","No","较易","较慢,6-12周",6005,"https://www.letpub.com.cn/index.php?journalid=1054&page=journalapp&view=detail"
"0376-6357","BEHAVIOURAL PROCESSES","BEHAV PROCESS","SCI/SCIE",1.555,1.749,9.9,64,1.76,"4区","生物","行为科学","否","否","Monthly","202",1976,"NETHERLANDS","No","容易","偏慢,4-8周",7137,"https://www.letpub.com.cn/index.php?journalid=1055&page=journalapp&view=detail"
"1860-5397","Beilstein Journal of Organic Chemistry","BEILSTEIN J ORG CHEM","SCIE",2.33,2.619,3.4,51,2.38,"3区","化学","有机化学","否","否","Bimonthly","275",2005,"GERMANY","Yes","容易","约1.0个月",21626,"https://www.letpub.com.cn/index.php?journalid=1056&page=journalapp&view=detail"
"0366-2446","BEITRAGE ZUR PATHOLOGISCHEN ANATOMIE UND ZUR ALLGEMEINEN PATHOLOGIE","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Tri-annual","0",0,NA,"No","容易","",3861,"https://www.letpub.com.cn/index.php?journalid=1057&page=journalapp&view=detail"
"0778-4031","",NA,"无",0,0,NA,NA,NA,"未录","","",NA,NA,"Semiannual","0",1990,NA,"No","容易","",3512,"https://www.letpub.com.cn/index.php?journalid=1058&page=journalapp&view=detail"
"0777-6276","BELGIAN JOURNAL OF ZOOLOGY","BELG J ZOOL","SCI/SCIE",0.778,1.087,4.8,26,1.08,"4区","生物","动物学","否","否","Semiannual","13",1990,"BELGIUM","No","容易",">12周，或约稿",4410,"https://www.letpub.com.cn/index.php?journalid=1059&page=journalapp&view=detail"
"1089-7089","BELL LABS TECHNICAL JOURNAL","BELL LABS TECH J","无",0,0,NA,37,7.05,"未录","","",NA,NA,"Quarterly","0",1996,"UNITED STATES","No","容易","较慢,6-12周",5638,"https://www.letpub.com.cn/index.php?journalid=1060&page=journalapp&view=detail"
"0005-8580","BELL SYSTEM TECHNICAL JOURNAL","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Monthly","0",0,NA,"No","容易","",5082,"https://www.letpub.com.cn/index.php?journalid=1061&page=journalapp&view=detail"
"0365-9496","BERICHTE DER DEUTSCHEN CHEMISCHEN GESELLSCHAFT","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Irregular","0",0,NA,"No","容易","",6152,"https://www.letpub.com.cn/index.php?journalid=1062&page=journalapp&view=detail"
"0005-9080","BERICHTE UBER LANDWIRTSCHAFT","BER LANDWIRTSCH","无",0,0,NA,10,0.23,"未录","","","否","否","Tri-annual","24",0,"GERMANY","No","容易",">36周，或约稿",4310,"https://www.letpub.com.cn/index.php?journalid=1063&page=journalapp&view=detail"
"0170-6233","Berichte zur Wissenschaftsgeschichte","BER WISSGESCH","SCIE",0.188,0.15,17,NA,0.22,"4区","社会科学","科学史与科学哲学","否","否","Quarterly","16",1978,"ENGLAND","No","容易",">12周，或约稿",4037,"https://www.letpub.com.cn/index.php?journalid=1064&page=journalapp&view=detail"
